sent_id,item_id,verb,sentence_type,np_order,target,option,alt_option,prompt,alt_prompt,answer_option,answer,raw_probs
109,55,reproach,IC,high_sg,Tiffany reproached the intern of the executives who ___. ,"1) was, 2) were","1) were, 2) was","Sentence: Tiffany reproached the intern of the executives who ___.  Options: 1) was, 2) were. Answer: ","Sentence: Tiffany reproached the intern of the executives who ___.  Options: 1) were, 2) was. Answer: ","1) was, 2) were",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.013024572, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.013024572), TopLogprob(token='1', bytes=[49], logprob=-4.3474402), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.125242), TopLogprob(token='(', bytes=[40], logprob=-19.566565), TopLogprob(token=' ', bytes=[32], logprob=-19.93661)])]"
110,55,study,nonIC,high_sg,Tiffany studied with the intern of the executives who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Tiffany studied with the intern of the executives who ___. Options: 1) was, 2) were. Answer: ","Sentence: Tiffany studied with the intern of the executives who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-1.2664457e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-1.2664457e-06), TopLogprob(token='2', bytes=[50], logprob=-13.715413), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.736218), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.084219), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.454304)])]"
111,56,pacify,IC,high_sg,Samuel pacified the neighbor of the musicians who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Samuel pacified the neighbor of the musicians who ___. Options: 1) was, 2) were. Answer: ","Sentence: Samuel pacified the neighbor of the musicians who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-2.4584822e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-2.4584822e-06), TopLogprob(token='2', bytes=[50], logprob=-13.055184), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.193751), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-17.61103), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-17.642393)])]"
112,56,chat,nonIC,high_sg,Samuel chatted with the neighbor of the musicians who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Samuel chatted with the neighbor of the musicians who ___. Options: 1) was, 2) were. Answer: ","Sentence: Samuel chatted with the neighbor of the musicians who ___. Options: 1) were, 2) was. Answer: ","1) were, 2) was",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-8.418666e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-8.418666e-06), TopLogprob(token='2', bytes=[50], logprob=-11.771535), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.901673), TopLogprob(token='Since', bytes=[83, 105, 110, 99, 101], logprob=-16.4324), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-16.668869)])]"
113,57,detest,IC,high_sg,Julie detests the boss of the administrators who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Julie detests the boss of the administrators who ___. Options: 1) has, 2) have. Answer: ","Sentence: Julie detests the boss of the administrators who ___. Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-3.7697225e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-3.7697225e-06), TopLogprob(token='2', bytes=[50], logprob=-12.534786), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.23147), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.49213), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.7094)])]"
114,57,visit,nonIC,high_sg,Julie visits the boss of the administrators who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Julie visits the boss of the administrators who ___. Options: 1) has, 2) have. Answer: ","Sentence: Julie visits the boss of the administrators who ___. Options: 1) have, 2) has. Answer: ","1) has, 2) have",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-7.9418505e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-7.9418505e-06), TopLogprob(token='2', bytes=[50], logprob=-11.786114), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.497438), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.76114), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.253292)])]"
115,58,thank,IC,high_sg,Ethan thanked the host of the guests who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ethan thanked the host of the guests who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ethan thanked the host of the guests who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.0010314998, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.0010314998), TopLogprob(token='1', bytes=[49], logprob=-6.877523), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.422703), TopLogprob(token='(', bytes=[40], logprob=-18.54713), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-19.106806)])]"
116,58,ran,nonIC,high_sg,Ethan ran into the host of the guests who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Ethan ran into the host of the guests who ___. Options: 1) was, 2) were. Answer: ","Sentence: Ethan ran into the host of the guests who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.13139604, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.13139604), TopLogprob(token='2', bytes=[50], logprob=-2.0945194), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-15.316796), TopLogprob(token='(', bytes=[40], logprob=-18.085869), TopLogprob(token=' ', bytes=[32], logprob=-18.313099)])]"
117,59,congratulate,IC,high_sg,Grace congratulates the director of the staff members who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Grace congratulates the director of the staff members who ___. Options: 1) has, 2) have. Answer: ","Sentence: Grace congratulates the director of the staff members who ___. Options: 1) have, 2) has. Answer: ","1) has, 2) have",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.00765395, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.00765395), TopLogprob(token='1', bytes=[49], logprob=-4.876413), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.821608), TopLogprob(token='(', bytes=[40], logprob=-18.207037), TopLogprob(token=' ', bytes=[32], logprob=-18.608732)])]"
118,59,work,nonIC,high_sg,Grace works with the director of the staff members who ___.,"1) has, 2) have","1) have, 2) has","Sentence: Grace works with the director of the staff members who ___. Options: 1) has, 2) have. Answer: ","Sentence: Grace works with the director of the staff members who ___. Options: 1) have, 2) has. Answer: ","1) has, 2) have",2,"[ChatCompletionTokenLogprob(token='2', bytes=[50], logprob=-0.00046975704, top_logprobs=[TopLogprob(token='2', bytes=[50], logprob=-0.00046975704), TopLogprob(token='1', bytes=[49], logprob=-7.6652875), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-14.133971), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-18.188007), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-18.24558)])]"
119,60,mock,IC,high_sg,Joseph mocked the trainer of the boxers who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Joseph mocked the trainer of the boxers who ___. Options: 1) was, 2) were. Answer: ","Sentence: Joseph mocked the trainer of the boxers who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-4.9617593e-06, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-4.9617593e-06), TopLogprob(token='2', bytes=[50], logprob=-12.260324), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-16.646278), TopLogprob(token='Option', bytes=[79, 112, 116, 105, 111, 110], logprob=-19.423357), TopLogprob(token=' ', bytes=[32], logprob=-19.469702)])]"
120,60,carpool,nonIC,high_sg,Joseph carpooled with the trainer of the boxers who ___.,"1) was, 2) were","1) were, 2) was","Sentence: Joseph carpooled with the trainer of the boxers who ___. Options: 1) was, 2) were. Answer: ","Sentence: Joseph carpooled with the trainer of the boxers who ___. Options: 1) were, 2) was. Answer: ","1) was, 2) were",1,"[ChatCompletionTokenLogprob(token='1', bytes=[49], logprob=-0.000267296, top_logprobs=[TopLogprob(token='1', bytes=[49], logprob=-0.000267296), TopLogprob(token='2', bytes=[50], logprob=-8.227499), TopLogprob(token='The', bytes=[84, 104, 101], logprob=-17.487574), TopLogprob(token=' ', bytes=[32], logprob=-20.459763), TopLogprob(token='Answer', bytes=[65, 110, 115, 119, 101, 114], logprob=-20.979687)])]"
