sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
213,54,help,IC,high,sg,Alex helped the counselor of the highschoolers who was, was,-4.284609794616699,"[('Alex', -9.170072555541992), (' helped', -10.246665954589844), (' the', -3.817695379257202), (' counselor', -10.930173873901367), (' of', -5.910254001617432), (' the', -1.0562719106674194), (' high', -5.937939643859863), ('school', -4.201833724975586), ('ers', -5.364706993103027), (' who', -2.843916893005371), (' was', -4.284609794616699)]"
214,54,greet,nonIC,high,sg,Alex greeted the counselor of the highschoolers who was, was,-2.8387136459350586,"[('Alex', -9.170072555541992), (' greeted', -13.080305099487305), (' the', -2.636648178100586), (' counselor', -10.228009223937988), (' of', -5.032961368560791), (' the', -0.6045118570327759), (' high', -7.146645545959473), ('school', -4.594369888305664), ('ers', -6.575231075286865), (' who', -2.564573287963867), (' was', -2.8387136459350586)]"
215,54,help,IC,low,pl,Alex helped the counselor of the highschoolers who were, were,-1.1845921277999878,"[('Alex', -9.170072555541992), (' helped', -10.246665954589844), (' the', -3.817695379257202), (' counselor', -10.930173873901367), (' of', -5.910254001617432), (' the', -1.0562719106674194), (' high', -5.937939643859863), ('school', -4.201833724975586), ('ers', -5.364706993103027), (' who', -2.843916893005371), (' were', -1.1845921277999878)]"
216,54,greet,nonIC,low,pl,Alex greeted the counselor of the highschoolers who were, were,-1.8336267471313477,"[('Alex', -9.170072555541992), (' greeted', -13.080305099487305), (' the', -2.636648178100586), (' counselor', -10.228009223937988), (' of', -5.032961368560791), (' the', -0.6045118570327759), (' high', -7.146645545959473), ('school', -4.594369888305664), ('ers', -6.575231075286865), (' who', -2.564573287963867), (' were', -1.8336267471313477)]"
217,55,reproach,IC,high,sg,Tiffany reproached the intern of the executives who was, was,-4.456413745880127,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' repro', -16.14124870300293), ('ached', -7.485536575317383), (' the', -2.5058250427246094), (' intern', -9.635113716125488), (' of', -5.467026233673096), (' the', -1.4949082136154175), (' executives', -11.447154998779297), (' who', -2.5912065505981445), (' was', -4.456413745880127)]"
218,55,study,nonIC,high,sg,Tiffany studied with the intern of the executives who was, was,-4.660983085632324,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' studied', -10.267297744750977), (' with', -4.83063268661499), (' the', -2.0069704055786133), (' intern', -11.212018966674805), (' of', -5.900174140930176), (' the', -1.2053295373916626), (' executives', -14.211347579956055), (' who', -4.235306739807129), (' was', -4.660983085632324)]"
219,55,reproach,IC,low,pl,Tiffany reproached the intern of the executives who were, were,-2.4339184761047363,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' repro', -16.14124870300293), ('ached', -7.485536575317383), (' the', -2.5058250427246094), (' intern', -9.635113716125488), (' of', -5.467026233673096), (' the', -1.4949082136154175), (' executives', -11.447154998779297), (' who', -2.5912065505981445), (' were', -2.4339184761047363)]"
220,55,study,nonIC,low,pl,Tiffany studied with the intern of the executives who were, were,-2.5052688121795654,"[('T', -5.996969699859619), ('iffany', -5.541365623474121), (' studied', -10.267297744750977), (' with', -4.83063268661499), (' the', -2.0069704055786133), (' intern', -11.212018966674805), (' of', -5.900174140930176), (' the', -1.2053295373916626), (' executives', -14.211347579956055), (' who', -4.235306739807129), (' were', -2.5052688121795654)]"
221,56,pacify,IC,high,sg,Samuel pacified the neighbor of the musicians who was, was,-2.5821306705474854,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' pac', -16.05527114868164), ('ified', -4.9215898513793945), (' the', -1.3157211542129517), (' neighbor', -9.604043960571289), (' of', -3.6536388397216797), (' the', -1.4158718585968018), (' musicians', -11.839632034301758), (' who', -2.2898778915405273), (' was', -2.5821306705474854)]"
222,56,chat,nonIC,high,sg,Samuel chatted with the neighbor of the musicians who was, was,-3.0211405754089355,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' ch', -12.128243446350098), ('atted', -4.57541561126709), (' with', -0.4998447299003601), (' the', -2.6065027713775635), (' neighbor', -10.13732624053955), (' of', -2.6669888496398926), (' the', -1.0141304731369019), (' musicians', -10.588493347167969), (' who', -1.9269435405731201), (' was', -3.0211405754089355)]"
223,56,pacify,IC,low,pl,Samuel pacified the neighbor of the musicians who were, were,-1.642202615737915,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' pac', -16.05527114868164), ('ified', -4.9215898513793945), (' the', -1.3157211542129517), (' neighbor', -9.604043960571289), (' of', -3.6536388397216797), (' the', -1.4158718585968018), (' musicians', -11.839632034301758), (' who', -2.2898778915405273), (' were', -1.642202615737915)]"
224,56,chat,nonIC,low,pl,Samuel chatted with the neighbor of the musicians who were, were,-1.762220025062561,"[('Sam', -9.07465934753418), ('uel', -1.349326491355896), (' ch', -12.128243446350098), ('atted', -4.57541561126709), (' with', -0.4998447299003601), (' the', -2.6065027713775635), (' neighbor', -10.13732624053955), (' of', -2.6669888496398926), (' the', -1.0141304731369019), (' musicians', -10.588493347167969), (' who', -1.9269435405731201), (' were', -1.762220025062561)]"
225,57,detest,IC,high,sg,Julie detests the boss of the administrators who has, has,-5.951232433319092,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' det', -13.872018814086914), ('ests', -1.3215539455413818), (' the', -1.7814205884933472), (' boss', -7.3603057861328125), (' of', -2.5126681327819824), (' the', -1.0808919668197632), (' administrators', -14.418831825256348), (' who', -2.447676658630371), (' has', -5.951232433319092)]"
226,57,visit,nonIC,high,sg,Julie visits the boss of the administrators who has, has,-6.8061394691467285,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' visits', -8.257819175720215), (' the', -1.6669604778289795), (' boss', -10.878808975219727), (' of', -1.8230630159378052), (' the', -1.6307258605957031), (' administrators', -13.186620712280273), (' who', -2.070446014404297), (' has', -6.8061394691467285)]"
227,57,detest,IC,low,pl,Julie detests the boss of the administrators who have, have,-2.5625662803649902,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' det', -13.872018814086914), ('ests', -1.3215539455413818), (' the', -1.7814205884933472), (' boss', -7.3603057861328125), (' of', -2.5126681327819824), (' the', -1.0808919668197632), (' administrators', -14.418831825256348), (' who', -2.447676658630371), (' have', -2.5625662803649902)]"
228,57,visit,nonIC,low,pl,Julie visits the boss of the administrators who have, have,-2.314108371734619,"[('Jul', -9.199190139770508), ('ie', -1.603063941001892), (' visits', -8.257819175720215), (' the', -1.6669604778289795), (' boss', -10.878808975219727), (' of', -1.8230630159378052), (' the', -1.6307258605957031), (' administrators', -13.186620712280273), (' who', -2.070446014404297), (' have', -2.314108371734619)]"
229,58,thank,IC,high,sg,Ethan thanked the host of the guests who was, was,-6.4889302253723145,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' thanked', -12.531466484069824), (' the', -2.035463571548462), (' host', -5.126587390899658), (' of', -2.3753912448883057), (' the', -0.8513189554214478), (' guests', -8.914371490478516), (' who', -2.553349494934082), (' was', -6.4889302253723145)]"
230,58,ran,nonIC,high,sg,Ethan ran into the host of the guests who was, was,-4.137808799743652,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' ran', -8.989861488342285), (' into', -2.5325570106506348), (' the', -1.8510379791259766), (' host', -10.62879753112793), (' of', -2.264190196990967), (' the', -1.4952285289764404), (' guests', -9.561115264892578), (' who', -3.687817096710205), (' was', -4.137808799743652)]"
231,58,thank,IC,low,pl,Ethan thanked the host of the guests who were, were,-2.2814183235168457,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' thanked', -12.531466484069824), (' the', -2.035463571548462), (' host', -5.126587390899658), (' of', -2.3753912448883057), (' the', -0.8513189554214478), (' guests', -8.914371490478516), (' who', -2.553349494934082), (' were', -2.2814183235168457)]"
232,58,ran,nonIC,low,pl,Ethan ran into the host of the guests who were, were,-1.0619914531707764,"[('E', -6.440104961395264), ('than', -5.241388320922852), (' ran', -8.989861488342285), (' into', -2.5325570106506348), (' the', -1.8510379791259766), (' host', -10.62879753112793), (' of', -2.264190196990967), (' the', -1.4952285289764404), (' guests', -9.561115264892578), (' who', -3.687817096710205), (' were', -1.0619914531707764)]"
233,59,congratulate,IC,high,sg,Grace congratulates the director of the staff members who has, has,-6.354741096496582,"[('Grace', -10.463354110717773), (' congrat', -14.093185424804688), ('ulates', -0.06715555489063263), (' the', -1.941400408744812), (' director', -8.955205917358398), (' of', -0.5081005692481995), (' the', -0.8647039532661438), (' staff', -9.1670503616333), (' members', -6.218388080596924), (' who', -2.0643582344055176), (' has', -6.354741096496582)]"
234,59,work,nonIC,high,sg,Grace works with the director of the staff members who has, has,-6.962408542633057,"[('Grace', -10.463354110717773), (' works', -8.284436225891113), (' with', -1.602252721786499), (' the', -2.57778000831604), (' director', -6.733059883117676), (' of', -0.434855580329895), (' the', -1.3068240880966187), (' staff', -8.348554611206055), (' members', -6.636432647705078), (' who', -3.509610652923584), (' has', -6.962408542633057)]"
235,59,congratulate,IC,low,pl,Grace congratulates the director of the staff members who have, have,-1.5991065502166748,"[('Grace', -10.463354110717773), (' congrat', -14.093185424804688), ('ulates', -0.06715555489063263), (' the', -1.941400408744812), (' director', -8.955205917358398), (' of', -0.5081005692481995), (' the', -0.8647039532661438), (' staff', -9.1670503616333), (' members', -6.218388080596924), (' who', -2.0643582344055176), (' have', -1.5991065502166748)]"
236,59,work,nonIC,low,pl,Grace works with the director of the staff members who have, have,-2.4654946327209473,"[('Grace', -10.463354110717773), (' works', -8.284436225891113), (' with', -1.602252721786499), (' the', -2.57778000831604), (' director', -6.733059883117676), (' of', -0.434855580329895), (' the', -1.3068240880966187), (' staff', -8.348554611206055), (' members', -6.636432647705078), (' who', -3.509610652923584), (' have', -2.4654946327209473)]"
237,60,mock,IC,high,sg,Joseph mocked the trainer of the boxers who was, was,-2.0396080017089844,"[('Joseph', -9.589738845825195), (' mocked', -16.419864654541016), (' the', -2.489315986633301), (' trainer', -12.627074241638184), (' of', -2.4035041332244873), (' the', -0.7973544001579285), (' box', -8.979201316833496), ('ers', -0.08641141653060913), (' who', -2.596062660217285), (' was', -2.0396080017089844)]"
238,60,carpool,nonIC,high,sg,Joseph carpooled with the trainer of the boxers who was, was,-1.8650434017181396,"[('Joseph', -9.589738845825195), (' carp', -13.681501388549805), ('ooled', -9.548503875732422), (' with', -0.9219568967819214), (' the', -3.6978092193603516), (' trainer', -8.230459213256836), (' of', -4.087868690490723), (' the', -1.0800228118896484), (' box', -8.780116081237793), ('ers', -0.530424952507019), (' who', -3.570497989654541), (' was', -1.8650434017181396)]"
239,60,mock,IC,low,pl,Joseph mocked the trainer of the boxers who were, were,-2.8557090759277344,"[('Joseph', -9.589738845825195), (' mocked', -16.419864654541016), (' the', -2.489315986633301), (' trainer', -12.627074241638184), (' of', -2.4035041332244873), (' the', -0.7973544001579285), (' box', -8.979201316833496), ('ers', -0.08641141653060913), (' who', -2.596062660217285), (' were', -2.8557090759277344)]"
240,60,carpool,nonIC,low,pl,Joseph carpooled with the trainer of the boxers who were, were,-2.4451329708099365,"[('Joseph', -9.589738845825195), (' carp', -13.681501388549805), ('ooled', -9.548503875732422), (' with', -0.9219568967819214), (' the', -3.6978092193603516), (' trainer', -8.230459213256836), (' of', -4.087868690490723), (' the', -1.0800228118896484), (' box', -8.780116081237793), ('ers', -0.530424952507019), (' who', -3.570497989654541), (' were', -2.4451329708099365)]"
