sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
149,38,comfort,IC,exp,Ken comforted the children who were anxious about the test result,"Ken comforted the children who were anxious about the test result, because", because,-4.389551639556885,"[('Ken', -9.35666275024414), (' comfort', -18.646757125854492), ('ed', -4.031966686248779), (' the', -2.971897602081299), (' children', -3.983006000518799), (' who', -3.249901533126831), (' were', -1.1694713830947876), (' anxious', -5.7635321617126465), (' about', -1.3544223308563232), (' the', -1.0853981971740723), (' test', -6.336414813995361), (' result', -5.303849220275879), (',', -2.4150257110595703), (' because', -4.389551639556885)]"
150,38,babysit,nonIC,exp,Ken babysat the children who were anxious about the test result,"Ken babysat the children who were anxious about the test result, because", because,-4.148528099060059,"[('Ken', -9.35666275024414), (' babys', -16.626338958740234), ('at', -1.476241111755371), (' the', -2.989985704421997), (' children', -3.3461811542510986), (' who', -4.937508583068848), (' were', -1.3262618780136108), (' anxious', -10.272527694702148), (' about', -0.9854112267494202), (' the', -1.8121885061264038), (' test', -4.911044120788574), (' result', -6.680080890655518), (',', -2.691929817199707), (' because', -4.148528099060059)]"
151,38,comfort,IC,nonexp,Ken comforted the children who were anxious about the test result,"Ken comforted the children who were anxious about the test result, and", and,-1.1780266761779785,"[('Ken', -9.35666275024414), (' comfort', -18.646757125854492), ('ed', -4.031966686248779), (' the', -2.971897602081299), (' children', -3.983006000518799), (' who', -3.249901533126831), (' were', -1.1694713830947876), (' anxious', -5.7635321617126465), (' about', -1.3544223308563232), (' the', -1.0853981971740723), (' test', -6.336414813995361), (' result', -5.303849220275879), (',', -2.4150257110595703), (' and', -1.1780266761779785)]"
152,38,babysit,nonIC,nonexp,Ken babysat the children who were anxious about the test result,"Ken babysat the children who were anxious about the test result, and", and,-1.2982549667358398,"[('Ken', -9.35666275024414), (' babys', -16.626338958740234), ('at', -1.476241111755371), (' the', -2.989985704421997), (' children', -3.3461811542510986), (' who', -4.937508583068848), (' were', -1.3262618780136108), (' anxious', -10.272527694702148), (' about', -0.9854112267494202), (' the', -1.8121885061264038), (' test', -4.911044120788574), (' result', -6.680080890655518), (',', -2.691929817199707), (' and', -1.2982549667358398)]"
153,39,congratulate,IC,exp,Henry congratulated the architects who were winning the best design award,"Henry congratulated the architects who were winning the best design award, because", because,-5.28608512878418,"[('Henry', -9.894845962524414), (' congrat', -12.88047981262207), ('ulated', -1.562394142150879), (' the', -1.6719084978103638), (' architects', -8.93398666381836), (' who', -2.9731953144073486), (' were', -2.4433412551879883), (' winning', -5.721261978149414), (' the', -0.6531140804290771), (' best', -6.514582633972168), (' design', -2.383194923400879), (' award', -1.1863648891448975), (',', -2.5587756633758545), (' because', -5.28608512878418)]"
154,39,count,nonIC,exp,Henry counted the architects who were winning the best design award,"Henry counted the architects who were winning the best design award, because", because,-6.380924701690674,"[('Henry', -9.894845962524414), (' counted', -11.454970359802246), (' the', -1.4307764768600464), (' architects', -13.270895957946777), (' who', -2.5504064559936523), (' were', -2.2170674800872803), (' winning', -8.93581771850586), (' the', -1.427854299545288), (' best', -6.035524845123291), (' design', -3.2578976154327393), (' award', -2.354335308074951), (',', -2.5296058654785156), (' because', -6.380924701690674)]"
155,39,congratulate,IC,nonexp,Henry congratulated the architects who were winning the best design award,"Henry congratulated the architects who were winning the best design award, and", and,-1.5872571468353271,"[('Henry', -9.894845962524414), (' congrat', -12.88047981262207), ('ulated', -1.562394142150879), (' the', -1.6719084978103638), (' architects', -8.93398666381836), (' who', -2.9731953144073486), (' were', -2.4433412551879883), (' winning', -5.721261978149414), (' the', -0.6531140804290771), (' best', -6.514582633972168), (' design', -2.383194923400879), (' award', -1.1863648891448975), (',', -2.5587756633758545), (' and', -1.5872571468353271)]"
156,39,count,nonIC,nonexp,Henry counted the architects who were winning the best design award,"Henry counted the architects who were winning the best design award, and", and,-1.2898343801498413,"[('Henry', -9.894845962524414), (' counted', -11.454970359802246), (' the', -1.4307764768600464), (' architects', -13.270895957946777), (' who', -2.5504064559936523), (' were', -2.2170674800872803), (' winning', -8.93581771850586), (' the', -1.427854299545288), (' best', -6.035524845123291), (' design', -3.2578976154327393), (' award', -2.354335308074951), (',', -2.5296058654785156), (' and', -1.2898343801498413)]"
157,40,mock,IC,exp,Olivia mocked the apprentices who were reckless in making decisions,"Olivia mocked the apprentices who were reckless in making decisions, because", because,-4.391384124755859,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' mocked', -15.334336280822754), (' the', -2.724561929702759), (' apprentices', -12.410137176513672), (' who', -2.198631525039673), (' were', -2.071202516555786), (' reckless', -12.036585807800293), (' in', -2.60306978225708), (' making', -5.28521203994751), (' decisions', -4.1007843017578125), (',', -2.196868896484375), (' because', -4.391384124755859)]"
158,40,talk,nonIC,exp,Olivia talked to the apprentices who were reckless in making decisions,"Olivia talked to the apprentices who were reckless in making decisions, because", because,-4.751171112060547,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' talked', -10.870109558105469), (' to', -1.3467674255371094), (' the', -2.3759422302246094), (' apprentices', -11.734678268432617), (' who', -3.4155101776123047), (' were', -1.4043865203857422), (' reckless', -15.738256454467773), (' in', -2.7935891151428223), (' making', -5.0797529220581055), (' decisions', -2.710502862930298), (',', -2.383901357650757), (' because', -4.751171112060547)]"
159,40,mock,IC,nonexp,Olivia mocked the apprentices who were reckless in making decisions,"Olivia mocked the apprentices who were reckless in making decisions, and", and,-1.5984117984771729,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' mocked', -15.334336280822754), (' the', -2.724561929702759), (' apprentices', -12.410137176513672), (' who', -2.198631525039673), (' were', -2.071202516555786), (' reckless', -12.036585807800293), (' in', -2.60306978225708), (' making', -5.28521203994751), (' decisions', -4.1007843017578125), (',', -2.196868896484375), (' and', -1.5984117984771729)]"
160,40,talk,nonIC,nonexp,Olivia talked to the apprentices who were reckless in making decisions,"Olivia talked to the apprentices who were reckless in making decisions, and", and,-1.5003511905670166,"[('Ol', -9.797550201416016), ('ivia', -1.4992871284484863), (' talked', -10.870109558105469), (' to', -1.3467674255371094), (' the', -2.3759422302246094), (' apprentices', -11.734678268432617), (' who', -3.4155101776123047), (' were', -1.4043865203857422), (' reckless', -15.738256454467773), (' in', -2.7935891151428223), (' making', -5.0797529220581055), (' decisions', -2.710502862930298), (',', -2.383901357650757), (' and', -1.5003511905670166)]"
161,41,scold,IC,exp,Ashley scolded the children who were nonchalant about other people's needs,"Ashley scolded the children who were nonchalant about other people's needs, because", because,-4.468655109405518,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' sc', -11.712441444396973), ('old', -5.1697235107421875), ('ed', -0.04276784509420395), (' the', -3.363480567932129), (' children', -4.100681781768799), (' who', -3.618089199066162), (' were', -1.1531944274902344), (' non', -9.05938720703125), ('chal', -2.6455318927764893), ('ant', -0.9572102427482605), (' about', -0.8716015815734863), (' other', -7.859818935394287), (' people', -0.957334041595459), (""'s"", -1.1123528480529785), (' needs', -5.776094436645508), (',', -2.0179638862609863), (' because', -4.468655109405518)]"
162,41,babysit,nonIC,exp,Ashley studied with the children who were nonchalant about other people's needs,"Ashley studied with the children who were nonchalant about other people's needs, because", because,-4.8958845138549805,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' studied', -10.038159370422363), (' with', -5.0913214683532715), (' the', -2.0938310623168945), (' children', -8.977790832519531), (' who', -4.892483711242676), (' were', -1.5300707817077637), (' non', -8.695231437683105), ('chal', -8.726408958435059), ('ant', -0.41824984550476074), (' about', -1.1693990230560303), (' other', -7.965618133544922), (' people', -1.5164241790771484), (""'s"", -1.5113134384155273), (' needs', -5.165400981903076), (',', -1.595750093460083), (' because', -4.8958845138549805)]"
163,41,scold,IC,nonexp,Ashley scolded the children who were nonchalant about other people's needs,"Ashley scolded the children who were nonchalant about other people's needs, and", and,-1.4679912328720093,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' sc', -11.712441444396973), ('old', -5.1697235107421875), ('ed', -0.04276784509420395), (' the', -3.363480567932129), (' children', -4.100681781768799), (' who', -3.618089199066162), (' were', -1.1531944274902344), (' non', -9.05938720703125), ('chal', -2.6455318927764893), ('ant', -0.9572102427482605), (' about', -0.8716015815734863), (' other', -7.859818935394287), (' people', -0.957334041595459), (""'s"", -1.1123528480529785), (' needs', -5.776094436645508), (',', -2.0179638862609863), (' and', -1.4679912328720093)]"
164,41,babysit,nonIC,nonexp,Ashley studied with the children who were nonchalant about other people's needs,"Ashley studied with the children who were nonchalant about other people's needs, and", and,-1.7490262985229492,"[('Ash', -9.513284683227539), ('ley', -1.3041999340057373), (' studied', -10.038159370422363), (' with', -5.0913214683532715), (' the', -2.0938310623168945), (' children', -8.977790832519531), (' who', -4.892483711242676), (' were', -1.5300707817077637), (' non', -8.695231437683105), ('chal', -8.726408958435059), ('ant', -0.41824984550476074), (' about', -1.1693990230560303), (' other', -7.965618133544922), (' people', -1.5164241790771484), (""'s"", -1.5113134384155273), (' needs', -5.165400981903076), (',', -1.595750093460083), (' and', -1.7490262985229492)]"
165,42,stare,IC,exp,Daniel stared at the clients who were always unsatisfied with the product,"Daniel stared at the clients who were always unsatisfied with the product, because", because,-4.23952579498291,"[('Daniel', -9.441862106323242), (' stared', -12.475021362304688), (' at', -0.5755499005317688), (' the', -0.4799066483974457), (' clients', -12.505884170532227), (' who', -2.855396032333374), (' were', -0.8593649864196777), (' always', -8.397200584411621), (' uns', -10.770895004272461), ('atisfied', -0.3597109019756317), (' with', -0.534603476524353), (' the', -1.2953605651855469), (' product', -5.232407093048096), (',', -3.221541166305542), (' because', -4.23952579498291)]"
166,42,count,nonIC,exp,Daniel counted the clients who were always unsatisfied with the product,"Daniel counted the clients who were always unsatisfied with the product, because", because,-4.491293907165527,"[('Daniel', -9.441862106323242), (' counted', -13.923203468322754), (' the', -0.9812509417533875), (' clients', -12.831729888916016), (' who', -2.2448925971984863), (' were', -2.1952178478240967), (' always', -8.838031768798828), (' uns', -9.364895820617676), ('atisfied', -0.10690603405237198), (' with', -0.5749245285987854), (' the', -1.0532786846160889), (' product', -5.217820644378662), (',', -2.564378499984741), (' because', -4.491293907165527)]"
167,42,stare,IC,nonexp,Daniel stared at the clients who were always unsatisfied with the product,"Daniel stared at the clients who were always unsatisfied with the product, and", and,-1.9252594709396362,"[('Daniel', -9.441862106323242), (' stared', -12.475021362304688), (' at', -0.5755499005317688), (' the', -0.4799066483974457), (' clients', -12.505884170532227), (' who', -2.855396032333374), (' were', -0.8593649864196777), (' always', -8.397200584411621), (' uns', -10.770895004272461), ('atisfied', -0.3597109019756317), (' with', -0.534603476524353), (' the', -1.2953605651855469), (' product', -5.232407093048096), (',', -3.221541166305542), (' and', -1.9252594709396362)]"
168,42,count,nonIC,nonexp,Daniel counted the clients who were always unsatisfied with the product,"Daniel counted the clients who were always unsatisfied with the product, and", and,-1.4823884963989258,"[('Daniel', -9.441862106323242), (' counted', -13.923203468322754), (' the', -0.9812509417533875), (' clients', -12.831729888916016), (' who', -2.2448925971984863), (' were', -2.1952178478240967), (' always', -8.838031768798828), (' uns', -9.364895820617676), ('atisfied', -0.10690603405237198), (' with', -0.5749245285987854), (' the', -1.0532786846160889), (' product', -5.217820644378662), (',', -2.564378499984741), (' and', -1.4823884963989258)]"
169,43,assist,IC,exp,Megan assisted the photographers who were busy getting ready,"Megan assisted the photographers who were busy getting ready, because", because,-6.902824878692627,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' assisted', -14.464574813842773), (' the', -2.3468213081359863), (' photographers', -9.841681480407715), (' who', -4.743913650512695), (' were', -0.9073471426963806), (' busy', -4.858171463012695), (' getting', -3.2377681732177734), (' ready', -1.1922160387039185), (',', -4.423825263977051), (' because', -6.902824878692627)]"
170,43,joke,nonIC,exp,Megan joked with the photographers who were busy getting ready,"Megan joked with the photographers who were busy getting ready, because", because,-5.776567459106445,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' joked', -12.648903846740723), (' with', -2.3655669689178467), (' the', -2.0773160457611084), (' photographers', -5.929986000061035), (' who', -4.794192314147949), (' were', -0.842657208442688), (' busy', -5.666020393371582), (' getting', -3.9706077575683594), (' ready', -2.684889793395996), (',', -4.242074489593506), (' because', -5.776567459106445)]"
171,43,assist,IC,nonexp,Megan assisted the photographers who were busy getting ready,"Megan assisted the photographers who were busy getting ready, and", and,-1.5915207862854004,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' assisted', -14.464574813842773), (' the', -2.3468213081359863), (' photographers', -9.841681480407715), (' who', -4.743913650512695), (' were', -0.9073471426963806), (' busy', -4.858171463012695), (' getting', -3.2377681732177734), (' ready', -1.1922160387039185), (',', -4.423825263977051), (' and', -1.5915207862854004)]"
172,43,joke,nonIC,nonexp,Megan joked with the photographers who were busy getting ready,"Megan joked with the photographers who were busy getting ready, and", and,-1.6063364744186401,"[('M', -5.833972454071045), ('egan', -5.17613410949707), (' joked', -12.648903846740723), (' with', -2.3655669689178467), (' the', -2.0773160457611084), (' photographers', -5.929986000061035), (' who', -4.794192314147949), (' were', -0.842657208442688), (' busy', -5.666020393371582), (' getting', -3.9706077575683594), (' ready', -2.684889793395996), (',', -4.242074489593506), (' and', -1.6063364744186401)]"
173,44,trust,IC,exp,Lucas trusted the professors who were knowledgeable,"Lucas trusted the professors who were knowledgeable, because", because,-8.373289108276367,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' trusted', -16.167573928833008), (' the', -2.1542086601257324), (' professors', -9.665304183959961), (' who', -3.25449800491333), (' were', -2.5435056686401367), (' knowledgeable', -7.298418998718262), (',', -2.147634267807007), (' because', -8.373289108276367)]"
174,44,wait,nonIC,exp,Lucas waited with the professors who were knowledgeable,"Lucas waited with the professors who were knowledgeable, because", because,-5.613717079162598,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' waited', -13.166160583496094), (' with', -4.304998874664307), (' the', -2.13869047164917), (' professors', -10.920883178710938), (' who', -4.770717144012451), (' were', -1.1371515989303589), (' knowledgeable', -11.072877883911133), (',', -4.7943315505981445), (' because', -5.613717079162598)]"
175,44,trust,IC,nonexp,Lucas trusted the professors who were knowledgeable,"Lucas trusted the professors who were knowledgeable, and", and,-3.067441940307617,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' trusted', -16.167573928833008), (' the', -2.1542086601257324), (' professors', -9.665304183959961), (' who', -3.25449800491333), (' were', -2.5435056686401367), (' knowledgeable', -7.298418998718262), (',', -2.147634267807007), (' and', -3.067441940307617)]"
176,44,wait,nonIC,nonexp,Lucas waited with the professors who were knowledgeable,"Lucas waited with the professors who were knowledgeable, and", and,-2.086604118347168,"[('Luc', -9.815122604370117), ('as', -1.5794490575790405), (' waited', -13.166160583496094), (' with', -4.304998874664307), (' the', -2.13869047164917), (' professors', -10.920883178710938), (' who', -4.770717144012451), (' were', -1.1371515989303589), (' knowledgeable', -11.072877883911133), (',', -4.7943315505981445), (' and', -2.086604118347168)]"
177,45,correct,IC,exp,Michelle corrected the advisers who were constantly mispronouncing her name,"Michelle corrected the advisers who were constantly mispronouncing her name, because", because,-4.826205253601074,"[('Michelle', -10.330873489379883), (' corrected', -15.349250793457031), (' the', -1.9601223468780518), (' advisers', -14.213825225830078), (' who', -2.8571741580963135), (' were', -2.2401323318481445), (' constantly', -6.742944717407227), (' mis', -5.154555320739746), ('pron', -2.9649956226348877), ('ouncing', -0.018144458532333374), (' her', -1.1476407051086426), (' name', -0.2560417652130127), (',', -1.868758201599121), (' because', -4.826205253601074)]"
178,45,stand,nonIC,exp,Michelle stood near the advisers who were constantly mispronouncing her name,"Michelle stood near the advisers who were constantly mispronouncing her name, because", because,-5.699443340301514,"[('Michelle', -10.330873489379883), (' stood', -10.092696189880371), (' near', -5.149551868438721), (' the', -0.26086896657943726), (' advisers', -16.41226577758789), (' who', -3.7914366722106934), (' were', -1.215309500694275), (' constantly', -7.819293975830078), (' mis', -9.254552841186523), ('pron', -2.6017279624938965), ('ouncing', -0.021263841539621353), (' her', -0.39079105854034424), (' name', -0.24714136123657227), (',', -1.8236850500106812), (' because', -5.699443340301514)]"
179,45,correct,IC,nonexp,Michelle corrected the advisers who were constantly mispronouncing her name,"Michelle corrected the advisers who were constantly mispronouncing her name, and", and,-1.3148415088653564,"[('Michelle', -10.330873489379883), (' corrected', -15.349250793457031), (' the', -1.9601223468780518), (' advisers', -14.213825225830078), (' who', -2.8571741580963135), (' were', -2.2401323318481445), (' constantly', -6.742944717407227), (' mis', -5.154555320739746), ('pron', -2.9649956226348877), ('ouncing', -0.018144458532333374), (' her', -1.1476407051086426), (' name', -0.2560417652130127), (',', -1.868758201599121), (' and', -1.3148415088653564)]"
180,45,stand,nonIC,nonexp,Michelle stood near the advisers who were constantly mispronouncing her name,"Michelle stood near the advisers who were constantly mispronouncing her name, and", and,-1.8943086862564087,"[('Michelle', -10.330873489379883), (' stood', -10.092696189880371), (' near', -5.149551868438721), (' the', -0.26086896657943726), (' advisers', -16.41226577758789), (' who', -3.7914366722106934), (' were', -1.215309500694275), (' constantly', -7.819293975830078), (' mis', -9.254552841186523), ('pron', -2.6017279624938965), ('ouncing', -0.021263841539621353), (' her', -0.39079105854034424), (' name', -0.24714136123657227), (',', -1.8236850500106812), (' and', -1.8943086862564087)]"
181,46,comfort,IC,exp,Oliver comforted the advisees who were worried about starting a new project,"Oliver comforted the advisees who were worried about starting a new project, because", because,-4.781461238861084,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' comfort', -13.719038009643555), ('ed', -4.312498092651367), (' the', -2.6275062561035156), (' advise', -14.303995132446289), ('es', -2.0167431831359863), (' who', -2.879953384399414), (' were', -1.3721078634262085), (' worried', -4.4640960693359375), (' about', -0.5641862154006958), (' starting', -5.6166815757751465), (' a', -1.8668901920318604), (' new', -0.6508069634437561), (' project', -4.3281450271606445), (',', -2.4588470458984375), (' because', -4.781461238861084)]"
182,46,gossip,nonIC,exp,Oliver gossiped with the advisees who were worried about starting a new project,"Oliver gossiped with the advisees who were worried about starting a new project, because", because,-4.669438362121582,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' g', -11.05547046661377), ('oss', -5.208374977111816), ('iped', -11.677093505859375), (' with', -1.4928810596466064), (' the', -2.4080312252044678), (' advise', -13.356635093688965), ('es', -2.737849473953247), (' who', -4.0926194190979), (' were', -1.510542392730713), (' worried', -7.104572296142578), (' about', -0.39588019251823425), (' starting', -6.560763359069824), (' a', -1.8017771244049072), (' new', -1.6719353199005127), (' project', -3.862457752227783), (',', -2.203730821609497), (' because', -4.669438362121582)]"
183,46,comfort,IC,nonexp,Oliver comforted the advisees who were worried about starting a new project,"Oliver comforted the advisees who were worried about starting a new project, and", and,-1.778308391571045,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' comfort', -13.719038009643555), ('ed', -4.312498092651367), (' the', -2.6275062561035156), (' advise', -14.303995132446289), ('es', -2.0167431831359863), (' who', -2.879953384399414), (' were', -1.3721078634262085), (' worried', -4.4640960693359375), (' about', -0.5641862154006958), (' starting', -5.6166815757751465), (' a', -1.8668901920318604), (' new', -0.6508069634437561), (' project', -4.3281450271606445), (',', -2.4588470458984375), (' and', -1.778308391571045)]"
184,46,gossip,nonIC,nonexp,Oliver gossiped with the advisees who were worried about starting a new project,"Oliver gossiped with the advisees who were worried about starting a new project, and", and,-1.6617423295974731,"[('Ol', -9.797550201416016), ('iver', -1.2726445198059082), (' g', -11.05547046661377), ('oss', -5.208374977111816), ('iped', -11.677093505859375), (' with', -1.4928810596466064), (' the', -2.4080312252044678), (' advise', -13.356635093688965), ('es', -2.737849473953247), (' who', -4.0926194190979), (' were', -1.510542392730713), (' worried', -7.104572296142578), (' about', -0.39588019251823425), (' starting', -6.560763359069824), (' a', -1.8017771244049072), (' new', -1.6719353199005127), (' project', -3.862457752227783), (',', -2.203730821609497), (' and', -1.6617423295974731)]"
185,47,envy,IC,exp,Rebecca envies the researchers who have made a lot of money,"Rebecca envies the researchers who have made a lot of money, because", because,-3.156398296356201,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' env', -16.558757781982422), ('ies', -0.6458908319473267), (' the', -1.9579267501831055), (' researchers', -10.610712051391602), (' who', -0.7039658427238464), (' have', -2.2172865867614746), (' made', -4.3060760498046875), (' a', -2.380549907684326), (' lot', -5.140153884887695), (' of', -0.04254909232258797), (' money', -0.6549824476242065), (',', -3.211865186691284), (' because', -3.156398296356201)]"
186,47,recognize,nonIC,exp,Rebecca recognizes the researchers who have made a lot of money,"Rebecca recognizes the researchers who have made a lot of money, because", because,-4.776812553405762,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' recognizes', -12.969143867492676), (' the', -1.3552358150482178), (' researchers', -11.567863464355469), (' who', -1.4481521844863892), (' have', -1.4563722610473633), (' made', -1.6957170963287354), (' a', -1.993116021156311), (' lot', -7.33928918838501), (' of', -0.016414955258369446), (' money', -5.478217124938965), (',', -3.4507365226745605), (' because', -4.776812553405762)]"
187,47,envy,IC,nonexp,Rebecca envies the researchers who have made a lot of money,"Rebecca envies the researchers who have made a lot of money, and", and,-1.7505162954330444,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' env', -16.558757781982422), ('ies', -0.6458908319473267), (' the', -1.9579267501831055), (' researchers', -10.610712051391602), (' who', -0.7039658427238464), (' have', -2.2172865867614746), (' made', -4.3060760498046875), (' a', -2.380549907684326), (' lot', -5.140153884887695), (' of', -0.04254909232258797), (' money', -0.6549824476242065), (',', -3.211865186691284), (' and', -1.7505162954330444)]"
188,47,recognize,nonIC,nonexp,Rebecca recognizes the researchers who have made a lot of money,"Rebecca recognizes the researchers who have made a lot of money, and", and,-1.5143365859985352,"[('Re', -7.067636966705322), ('becca', -3.6547257900238037), (' recognizes', -12.969143867492676), (' the', -1.3552358150482178), (' researchers', -11.567863464355469), (' who', -1.4481521844863892), (' have', -1.4563722610473633), (' made', -1.6957170963287354), (' a', -1.993116021156311), (' lot', -7.33928918838501), (' of', -0.016414955258369446), (' money', -5.478217124938965), (',', -3.4507365226745605), (' and', -1.5143365859985352)]"
189,48,value,IC,exp,Sebastian values the caretakers who are taking care of everyone,"Sebastian values the caretakers who are taking care of everyone, because", because,-4.93328332901001,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' values', -13.906538009643555), (' the', -1.7219370603561401), (' caret', -12.992166519165039), ('akers', -1.7489850521087646), (' who', -2.036482810974121), (' are', -2.595254421234131), (' taking', -4.150460243225098), (' care', -0.34391334652900696), (' of', -0.01824653521180153), (' everyone', -8.25814437866211), (',', -3.2750890254974365), (' because', -4.93328332901001)]"
190,48,jog,nonIC,exp,Sebastian jogs with the caretakers who are taking care of everyone,"Sebastian jogs with the caretakers who are taking care of everyone, because", because,-4.866927623748779,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' j', -10.537075996398926), ('ogs', -14.459157943725586), (' with', -2.8015341758728027), (' the', -2.2726101875305176), (' caret', -11.761466979980469), ('akers', -1.6337627172470093), (' who', -4.713353633880615), (' are', -2.325012445449829), (' taking', -3.4483184814453125), (' care', -0.12572813034057617), (' of', -0.01766437478363514), (' everyone', -9.171575546264648), (',', -3.400339126586914), (' because', -4.866927623748779)]"
191,48,value,IC,nonexp,Sebastian values the caretakers who are taking care of everyone,"Sebastian values the caretakers who are taking care of everyone, and", and,-2.1595349311828613,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' values', -13.906538009643555), (' the', -1.7219370603561401), (' caret', -12.992166519165039), ('akers', -1.7489850521087646), (' who', -2.036482810974121), (' are', -2.595254421234131), (' taking', -4.150460243225098), (' care', -0.34391334652900696), (' of', -0.01824653521180153), (' everyone', -8.25814437866211), (',', -3.2750890254974365), (' and', -2.1595349311828613)]"
192,48,jog,nonIC,nonexp,Sebastian jogs with the caretakers who are taking care of everyone,"Sebastian jogs with the caretakers who are taking care of everyone, and", and,-1.958545207977295,"[('Se', -8.351883888244629), ('bastian', -3.201913356781006), (' j', -10.537075996398926), ('ogs', -14.459157943725586), (' with', -2.8015341758728027), (' the', -2.2726101875305176), (' caret', -11.761466979980469), ('akers', -1.6337627172470093), (' who', -4.713353633880615), (' are', -2.325012445449829), (' taking', -3.4483184814453125), (' care', -0.12572813034057617), (' of', -0.01766437478363514), (' everyone', -9.171575546264648), (',', -3.400339126586914), (' and', -1.958545207977295)]"
193,49,fear,IC,exp,Emma fears the colleagues who have unpredictable behavior,"Emma fears the colleagues who have unpredictable behavior, because", because,-4.472435474395752,"[('Emma', -10.598648071289062), (' fears', -11.745506286621094), (' the', -2.4955177307128906), (' colleagues', -13.384830474853516), (' who', -1.7270796298980713), (' have', -2.4847426414489746), (' unpredictable', -15.153541564941406), (' behavior', -3.6979000568389893), (',', -2.748170852661133), (' because', -4.472435474395752)]"
194,49,know,nonIC,exp,Emma knows the colleagues who have unpredictable behavior,"Emma knows the colleagues who have unpredictable behavior, because", because,-5.337830543518066,"[('Emma', -10.598648071289062), (' knows', -8.616796493530273), (' the', -2.692495107650757), (' colleagues', -13.327520370483398), (' who', -2.216857433319092), (' have', -2.1276297569274902), (' unpredictable', -13.233445167541504), (' behavior', -5.183487892150879), (',', -1.9737356901168823), (' because', -5.337830543518066)]"
195,49,fear,IC,nonexp,Emma fears the colleagues who have unpredictable behavior,"Emma fears the colleagues who have unpredictable behavior, and", and,-1.9986158609390259,"[('Emma', -10.598648071289062), (' fears', -11.745506286621094), (' the', -2.4955177307128906), (' colleagues', -13.384830474853516), (' who', -1.7270796298980713), (' have', -2.4847426414489746), (' unpredictable', -15.153541564941406), (' behavior', -3.6979000568389893), (',', -2.748170852661133), (' and', -1.9986158609390259)]"
196,49,know,nonIC,nonexp,Emma knows the colleagues who have unpredictable behavior,"Emma knows the colleagues who have unpredictable behavior, and", and,-1.320488691329956,"[('Emma', -10.598648071289062), (' knows', -8.616796493530273), (' the', -2.692495107650757), (' colleagues', -13.327520370483398), (' who', -2.216857433319092), (' have', -2.1276297569274902), (' unpredictable', -13.233445167541504), (' behavior', -5.183487892150879), (',', -1.9737356901168823), (' and', -1.320488691329956)]"
197,50,notice,IC,exp,Ryan noticed the consultants who were abnormally busy at work,"Ryan noticed the consultants who were abnormally busy at work, because", because,-6.102382183074951,"[('Ryan', -9.874509811401367), (' noticed', -12.87466049194336), (' the', -2.1991994380950928), (' consultants', -13.862035751342773), (' who', -3.5625991821289062), (' were', -1.6078579425811768), (' ab', -10.12149715423584), ('normally', -1.8661407232284546), (' busy', -3.554852247238159), (' at', -3.0831682682037354), (' work', -2.6347806453704834), (',', -2.364011764526367), (' because', -6.102382183074951)]"
198,50,meet,nonIC,exp,Ryan met the consultants who were abnormally busy at work,"Ryan met the consultants who were abnormally busy at work, because", because,-5.4265618324279785,"[('Ryan', -9.874509811401367), (' met', -9.107664108276367), (' the', -3.096468210220337), (' consultants', -11.306497573852539), (' who', -2.6007094383239746), (' were', -1.958848476409912), (' ab', -10.96114444732666), ('normally', -5.444393157958984), (' busy', -3.878549575805664), (' at', -2.678326368331909), (' work', -3.3408660888671875), (',', -2.110609769821167), (' because', -5.4265618324279785)]"
199,50,notice,IC,nonexp,Ryan noticed the consultants who were abnormally busy at work,"Ryan noticed the consultants who were abnormally busy at work, and", and,-1.114738941192627,"[('Ryan', -9.874509811401367), (' noticed', -12.87466049194336), (' the', -2.1991994380950928), (' consultants', -13.862035751342773), (' who', -3.5625991821289062), (' were', -1.6078579425811768), (' ab', -10.12149715423584), ('normally', -1.8661407232284546), (' busy', -3.554852247238159), (' at', -3.0831682682037354), (' work', -2.6347806453704834), (',', -2.364011764526367), (' and', -1.114738941192627)]"
